;Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);QTD. DE HORAS DE FRIO (< 7.2°C), DIARIA (MAIO - AGOSTO);QTD. DE HORAS TEMP. IDEAL (18°C - 23 C°), DIARIA (SETEMBRO - ABRIL);QTD. DE HORAS TEMP. PREJUDICIAL (> 27 C°), DIARIA (SETEMBRO - ABRIL);PRECIPITACAO TOTAL, DIARIO (AUT)(mm) (SETEMBRO - ABRIL);SAFRA
1235;2012-09-17;0.6;905.1;12.7;28.0;18.6;13.8;71.5;32.0;13.0;5.1;0;2;2;0.6;2013
1236;2012-09-18;0.6;900.2;14.8;22.5;17.2;14.8;86.3;61.0;15.1;5.4;0;5;0;0.6;2013
1237;2012-09-19;72.6;897.0;12.4;19.3;14.6;13.6;86.5;66.0;18.9;6.5;0;3;0;72.6;2013
1238;2012-09-20;2.6;901.7;4.0;15.2;9.4;3.7;71.1;44.0;14.6;3.3;0;0;0;2.6;2013
1239;2012-09-21;0.2;902.9;5.4;16.9;11.0;7.5;70.7;36.0;9.5;2.3;0;0;0;0.2;2013
1240;2012-09-22;0.0;909.3;1.1;16.7;9.9;3.5;57.4;29.0;11.1;2.7;0;0;0;0.0;2013
1241;2012-09-23;0.0;910.5;3.9;19.0;10.6;3.0;65.7;31.0;8.9;3.5;0;3;0;0.0;2013
1242;2012-09-24;0.0;906.4;8.1;23.4;14.9;9.5;67.5;32.0;12.0;5.1;0;7;0;0.0;2013
1243;2012-09-25;0.0;907.2;7.3;17.8;9.8;9.4;86.1;45.0;8.9;2.2;0;0;0;0.0;2013
1244;2012-09-26;2.0;914.8;0.4;10.3;3.7;-0.6;79.6;55.0;10.1;2.7;0;0;0;2.0;2013
1245;2012-09-27;0.0;916.3;3.6;15.8;8.7;2.3;73.5;37.0;12.8;3.4;0;0;0;0.0;2013
1246;2012-09-28;0.0;914.7;4.0;17.4;9.7;2.4;69.7;45.0;18.4;6.2;0;0;0;0.0;2013
1247;2012-09-29;0.0;912.4;7.7;15.2;11.6;8.3;77.4;64.0;16.1;6.9;0;0;0;0.0;2013
1248;2012-09-30;0.0;907.6;10.6;21.2;14.5;10.9;78.4;55.0;12.0;5.9;0;5;0;0.0;2013
1249;2012-10-01;5.2;904.8;12.2;14.5;13.1;11.8;94.0;85.0;13.5;5.0;0;0;0;5.2;2013
1250;2012-10-02;16.4;905.2;12.2;17.2;13.6;9.6;91.5;78.0;9.7;3.7;0;0;0;16.4;2013
1251;2012-10-03;24.6;907.5;14.2;18.9;15.6;13.8;91.9;73.0;17.0;3.5;0;2;0;24.6;2013
1252;2012-10-04;0.6;908.0;14.5;24.1;17.5;13.6;84.4;57.0;7.1;2.1;0;9;0;0.6;2013
1253;2012-10-05;0.0;906.5;15.1;25.9;19.6;15.8;77.1;43.0;9.4;3.5;0;5;0;0.0;2013
1254;2012-10-06;0.0;905.8;16.1;28.6;20.9;15.7;76.6;41.0;12.5;4.8;0;3;3;0.0;2013
1255;2012-10-07;0.0;907.8;16.1;30.1;21.8;16.6;73.3;41.0;11.2;3.9;0;9;5;0.0;2013
1256;2012-10-08;0.0;908.6;14.6;24.0;19.4;16.1;75.2;50.0;10.8;4.0;0;15;0;0.0;2013
1257;2012-10-09;0.0;903.7;14.7;28.1;19.3;13.9;77.5;43.0;10.6;4.4;0;4;2;0.0;2013
1258;2012-10-10;22.8;903.0;15.1;18.8;16.2;16.0;93.4;81.0;10.0;2.8;0;2;0;22.8;2013
1259;2012-10-11;9.6;908.2;9.7;16.6;11.9;10.5;87.2;65.0;10.9;3.3;0;0;0;9.6;2013
1260;2012-10-12;0.4;911.6;9.3;19.7;12.8;9.6;80.8;54.0;10.7;3.4;0;2;0;0.4;2013
1261;2012-10-13;0.0;912.3;6.8;21.8;13.1;5.9;69.9;32.0;9.5;3.8;0;6;0;0.0;2013
1262;2012-10-14;0.0;910.2;7.2;22.2;13.6;6.5;69.3;33.0;12.6;5.2;0;6;0;0.0;2013
1263;2012-10-15;0.0;905.8;8.3;23.1;14.2;8.1;70.0;41.0;13.6;6.1;0;8;0;0.0;2013
1264;2012-10-16;0.0;902.3;12.6;22.5;16.1;12.0;80.5;62.0;16.1;6.3;0;9;0;0.0;2013
1265;2012-10-17;1.2;902.0;10.0;22.6;17.1;12.8;67.8;30.0;16.7;5.0;0;9;0;1.2;2013
1266;2012-10-18;0.0;905.0;6.7;21.9;14.7;9.3;63.2;27.0;7.5;2.0;0;7;0;0.0;2013
1267;2012-10-19;0.0;905.0;10.5;23.8;15.4;7.8;74.6;42.0;13.9;5.1;0;7;0;0.0;2013
1268;2012-10-20;0.0;903.4;13.2;26.8;18.1;12.1;74.8;44.0;10.6;4.6;0;9;0;0.0;2013
1269;2012-10-21;0.2;901.6;14.5;22.1;18.3;15.3;79.4;62.0;9.2;3.2;0;11;0;0.2;2013
1270;2012-10-22;0.0;896.4;14.1;17.9;15.1;12.4;93.8;81.0;21.8;4.5;0;0;0;0.0;2013
1271;2012-10-23;60.6;896.4;11.9;23.9;17.8;14.5;73.9;27.0;19.7;6.2;0;5;0;60.6;2013
1272;2012-10-24;0.0;904.0;7.1;19.6;13.2;7.9;69.2;41.0;11.7;2.6;0;3;0;0.0;2013
1273;2012-10-25;0.0;905.6;11.0;22.3;15.1;9.4;77.6;46.0;10.2;3.3;0;8;0;0.0;2013
1274;2012-10-26;0.0;905.9;14.6;20.1;16.7;12.7;87.8;75.0;10.2;4.4;0;9;0;0.0;2013
1275;2012-10-27;0.2;905.5;15.8;27.3;19.2;15.2;81.8;54.0;11.5;4.9;0;8;0;0.2;2013
1276;2012-10-28;0.6;906.3;15.4;24.1;18.2;14.7;85.0;53.0;15.1;2.6;0;8;0;0.6;2013
1277;2012-10-29;0.4;904.4;16.6;27.8;20.9;15.3;78.5;52.0;11.0;3.6;0;4;0;0.4;2013
1278;2012-10-30;0.0;902.0;16.2;26.6;19.9;17.2;80.6;42.0;20.7;4.2;0;15;0;0.0;2013
1279;2012-10-31;0.0;902.3;13.3;23.6;17.8;13.7;77.4;42.0;9.7;2.4;0;10;0;0.0;2013
1280;2012-11-01;0.0;903.0;12.3;24.1;16.9;11.1;77.1;40.0;6.6;2.0;0;8;0;0.0;2013
1281;2012-11-02;0.0;904.6;10.7;26.0;18.0;11.2;69.3;22.0;7.1;2.7;0;5;0;0.0;2013
1282;2012-11-03;0.0;904.4;11.8;27.4;18.9;12.3;68.8;27.0;8.9;2.8;0;4;0;0.0;2013
1283;2012-11-04;0.0;903.7;13.1;27.4;19.5;14.4;70.5;34.0;9.1;3.3;0;5;0;0.0;2013
1284;2012-11-05;0.0;904.4;12.3;27.6;18.5;11.8;72.7;29.0;7.1;2.5;0;7;1;0.0;2013
1285;2012-11-06;0.0;905.6;9.7;27.1;19.0;12.4;63.8;13.0;6.7;2.5;0;5;0;0.0;2013
1286;2012-11-07;0.0;905.6;10.7;28.5;19.3;11.9;61.9;28.0;10.0;4.0;0;4;2;0.0;2013
1287;2012-11-08;0.0;904.0;13.7;24.0;19.2;14.6;72.0;48.0;14.1;5.2;0;11;0;0.0;2013
1288;2012-11-09;0.0;901.5;15.2;27.1;20.5;17.1;73.4;47.0;15.9;6.1;0;10;0;0.0;2013
1289;2012-11-10;0.0;901.4;16.0;29.4;21.1;15.7;74.8;41.0;10.9;3.2;0;6;1;0.0;2013
1290;2012-11-11;0.0;903.2;17.2;26.6;20.4;16.7;82.9;56.0;9.0;2.1;0;12;0;0.0;2013
1291;2012-11-12;0.0;905.3;13.6;25.1;17.9;15.1;78.0;45.0;10.8;2.5;0;7;0;0.0;2013
1292;2012-11-13;0.0;907.0;8.2;21.0;13.7;8.8;71.6;38.0;10.8;3.0;0;4;0;0.0;2013
1293;2012-11-14;0.0;906.4;9.3;21.4;13.4;7.9;78.6;48.0;12.0;3.4;0;5;0;0.0;2013
1294;2012-11-15;3.6;904.7;9.1;24.4;14.6;7.8;73.8;32.0;13.3;3.5;0;6;0;3.6;2013
1295;2012-11-16;0.0;905.7;9.4;25.3;15.8;8.5;70.2;31.0;20.5;3.5;0;7;0;0.0;2013
1296;2012-11-17;0.0;908.4;10.2;25.7;17.1;11.6;69.5;28.0;10.1;3.6;0;4;0;0.0;2013
1297;2012-11-18;0.0;908.0;8.9;26.8;17.8;11.3;61.9;26.0;11.3;4.2;0;5;0;0.0;2013
1298;2012-11-19;0.0;905.5;11.4;24.5;17.5;12.3;70.0;42.0;12.4;4.4;0;9;0;0.0;2013
1299;2012-11-20;0.0;904.2;13.2;27.8;20.1;13.7;67.6;35.0;9.3;2.7;0;7;1;0.0;2013
1300;2012-11-21;0.0;905.5;11.2;29.9;19.4;11.7;66.3;26.0;15.6;2.8;0;3;4;0.0;2013
1301;2012-11-22;0.0;904.2;13.5;31.5;22.1;14.5;63.1;28.0;12.4;5.4;0;2;7;0.0;2013
1302;2012-11-23;35.0;902.8;16.8;25.5;18.5;17.2;90.3;48.0;8.5;2.5;0;15;0;35.0;2013
1303;2012-11-24;17.2;902.8;15.9;22.7;17.8;16.2;89.2;71.0;9.1;2.4;0;9;0;17.2;2013
1304;2012-11-25;0.0;906.8;6.5;23.8;15.6;8.4;61.8;22.0;9.3;2.9;0;8;0;0.0;2013
1305;2012-11-26;0.0;906.7;8.2;26.9;17.3;9.3;60.9;25.0;10.0;3.9;0;4;0;0.0;2013
1306;2012-11-27;0.0;902.5;12.6;27.3;19.1;14.5;70.0;33.0;15.6;3.4;0;5;0;0.0;2013
1307;2012-11-28;13.6;900.9;10.0;27.5;19.2;11.1;62.5;19.0;13.5;3.1;0;3;0;13.6;2013
1308;2012-11-29;0.0;904.7;11.0;27.9;19.8;13.3;60.1;29.0;10.2;3.7;0;7;1;0.0;2013
1309;2012-11-30;0.6;906.5;14.7;20.2;17.7;16.5;82.9;73.0;12.7;5.8;0;7;0;0.6;2013
1310;2012-12-01;4.0;905.6;15.8;21.9;17.7;15.2;89.0;70.0;9.6;4.0;0;10;0;4.0;2013
1311;2012-12-02;7.8;904.2;16.3;27.0;19.6;16.1;82.7;47.0;9.7;3.0;0;5;0;7.8;2013
1312;2012-12-03;0.0;904.4;13.9;30.2;22.0;15.5;65.6;27.0;11.0;3.4;0;4;6;0.0;2013
1313;2012-12-04;0.0;905.8;16.6;31.4;21.7;17.6;75.8;32.0;12.2;3.8;0;16;4;0.0;2013
1314;2012-12-05;1.4;904.6;17.6;28.1;20.0;17.6;87.0;49.0;9.4;3.4;0;20;0;1.4;2013
1315;2012-12-06;5.8;901.2;16.9;31.1;22.8;15.3;73.2;39.0;9.4;3.3;0;4;8;5.8;2013
1316;2012-12-07;0.2;900.9;18.7;29.1;22.1;18.3;82.6;47.0;16.6;4.5;0;17;3;0.2;2013
1317;2012-12-08;5.4;904.1;17.4;26.7;21.2;17.9;80.8;51.0;9.1;2.1;0;16;0;5.4;2013
1318;2012-12-09;0.0;905.2;9.6;29.4;21.0;13.2;57.4;14.0;7.7;1.7;0;5;6;0.0;2013
1319;2012-12-10;0.0;900.3;15.3;32.2;22.8;15.8;66.3;33.0;10.5;4.2;0;4;8;0.0;2013
1320;2012-12-11;22.0;897.7;17.3;24.5;20.4;15.9;82.8;61.0;19.1;5.7;0;20;0;22.0;2013
1321;2012-12-12;13.2;901.0;16.4;23.7;18.2;16.7;90.2;57.0;11.0;2.7;0;10;0;13.2;2013
1322;2012-12-13;17.6;901.8;15.9;20.8;18.0;13.5;87.8;71.0;10.9;2.2;0;16;0;17.6;2013
1323;2012-12-14;0.2;902.9;14.9;26.4;19.4;14.2;77.1;49.0;10.9;3.0;0;5;0;0.2;2013
1324;2012-12-15;0.0;902.0;16.1;26.8;19.9;15.0;79.5;57.0;8.9;3.4;0;7;0;0.0;2013
1325;2012-12-16;0.0;900.2;17.2;29.5;22.0;17.4;76.1;46.0;9.5;2.4;0;11;5;0.0;2013
1326;2012-12-17;8.6;899.9;15.6;28.5;21.9;15.5;70.8;36.0;11.1;3.3;0;7;4;8.6;2013
1327;2012-12-18;0.0;901.4;15.3;31.7;22.4;15.2;68.2;31.0;13.3;3.2;0;10;6;0.0;2013
1328;2012-12-19;0.0;901.5;17.4;26.1;21.2;17.1;80.1;58.0;13.4;5.0;0;15;0;0.0;2013
1329;2012-12-20;0.0;900.8;17.8;31.5;23.0;18.2;75.8;41.0;17.3;6.1;0;15;7;0.0;2013
1330;2012-12-21;0.8;903.8;17.0;26.6;18.7;17.4;90.4;64.0;15.5;2.9;0;12;0;0.8;2013
1331;2012-12-22;11.4;907.9;14.5;24.4;18.5;13.9;79.0;55.0;10.7;3.7;0;11;0;11.4;2013
1332;2012-12-23;0.0;907.3;15.2;27.9;20.0;13.3;75.8;54.0;11.1;5.0;0;3;0;0.0;2013
1333;2012-12-24;0.0;904.4;16.9;31.2;23.0;16.0;72.0;39.0;8.8;3.4;0;6;9;0.0;2013
1334;2012-12-25;0.0;900.6;18.0;32.1;25.4;18.9;67.2;38.0;16.7;5.6;0;10;10;0.0;2013
1335;2012-12-26;0.0;902.8;17.7;30.3;22.4;19.9;76.8;47.0;19.1;4.7;0;10;6;0.0;2013
1336;2012-12-27;20.2;904.2;15.1;17.2;15.9;15.3;95.4;88.0;10.7;3.1;0;0;0;20.2;2013
1337;2012-12-28;55.4;902.2;16.3;19.6;17.2;15.0;94.8;85.0;12.3;3.7;0;7;0;55.4;2013
1338;2012-12-29;6.8;904.2;15.9;23.1;18.5;14.7;85.3;64.0;7.1;2.3;0;12;0;6.8;2013
1339;2012-12-30;0.0;905.2;17.0;27.3;20.8;15.8;80.5;52.0;7.6;3.2;0;6;0;0.0;2013
1340;2012-12-31;0.0;904.2;18.2;28.2;21.6;18.1;82.2;56.0;10.8;4.1;0;17;0;0.0;2013
1341;2013-01-01;10.6;903.1;15.7;21.9;17.5;14.9;89.3;76.0;14.3;3.6;0;12;0;10.6;2013
1342;2013-01-02;0.0;908.0;11.3;23.0;16.3;9.7;74.4;39.0;7.9;2.0;0;9;0;0.0;2013
1343;2013-01-03;0.0;909.8;12.5;23.8;17.0;12.7;76.6;49.0;12.4;4.0;0;9;0;0.0;2013
1344;2013-01-04;0.0;909.7;14.1;25.6;18.7;14.0;76.8;47.0;11.8;5.2;0;5;0;0.0;2013
1345;2013-01-05;0.0;906.7;16.8;27.2;20.3;16.2;81.2;58.0;14.2;5.0;0;7;0;0.0;2013
1346;2013-01-06;30.0;903.3;17.4;21.1;18.7;16.9;92.8;83.0;9.0;4.1;0;13;0;30.0;2013
1347;2013-01-07;0.2;901.4;17.9;25.3;20.2;16.3;87.8;65.0;15.9;4.2;0;6;0;0.2;2013
1348;2013-01-08;26.6;900.6;18.3;24.0;19.5;18.0;92.7;71.0;11.7;3.6;0;24;0;26.6;2013
1349;2013-01-09;10.2;906.1;15.4;26.2;19.9;15.2;77.4;49.0;9.4;2.3;0;8;0;10.2;2013
1350;2013-01-10;0.0;908.4;11.4;25.7;18.4;12.6;67.7;30.0;9.9;2.5;0;5;0;0.0;2013
1351;2013-01-11;0.0;906.5;9.8;23.7;15.6;8.8;71.9;41.0;8.4;2.7;0;9;0;0.0;2013
1352;2013-01-12;0.0;904.5;10.1;24.6;15.9;8.8;71.8;36.0;8.0;2.5;0;7;0;0.0;2013
1353;2013-01-13;0.0;906.1;12.5;25.9;18.4;12.7;72.3;37.0;10.4;3.3;0;4;0;0.0;2013
1354;2013-01-14;0.0;906.1;13.9;27.0;19.0;13.9;75.5;39.0;9.9;3.4;0;6;0;0.0;2013
1355;2013-01-15;0.0;903.6;14.6;26.8;18.1;13.6;81.5;41.0;9.9;3.5;0;5;0;0.0;2013
1356;2013-01-16;9.2;901.7;14.3;26.3;18.2;13.2;80.6;44.0;10.1;2.8;0;4;0;9.2;2013
1357;2013-01-17;10.6;902.5;15.0;26.5;19.1;13.4;79.7;45.0;7.5;3.0;0;7;0;10.6;2013
1358;2013-01-18;0.2;902.7;16.1;24.9;18.7;16.2;85.2;57.0;8.8;2.5;0;11;0;0.2;2013
1359;2013-01-19;1.6;904.7;13.1;24.4;17.4;13.2;78.6;40.0;10.0;2.0;0;8;0;1.6;2013
1360;2013-01-20;0.0;907.2;12.9;23.4;16.7;11.9;80.5;46.0;9.5;2.4;0;7;0;0.0;2013
1361;2013-01-21;0.2;909.8;12.2;24.2;17.7;12.8;72.5;41.0;10.4;3.4;0;9;0;0.2;2013
1362;2013-01-22;0.0;910.1;11.4;24.5;16.7;9.7;73.1;45.0;9.9;3.9;0;8;0;0.0;2013
1363;2013-01-23;0.0;907.3;12.9;26.3;18.8;12.8;71.8;39.0;10.4;3.4;0;5;0;0.0;2013
1364;2013-01-24;0.0;902.3;14.9;28.6;21.0;14.9;71.0;36.0;10.9;4.3;0;5;2;0.0;2013
1365;2013-01-25;5.2;899.8;16.1;25.0;19.6;16.9;81.5;55.0;10.5;3.2;0;13;0;5.2;2013
1366;2013-01-26;3.4;903.7;11.7;21.8;16.5;12.5;76.3;37.0;11.9;1.8;0;8;0;3.4;2013
1367;2013-01-27;0.0;906.4;12.6;25.5;16.8;10.8;78.8;43.0;7.5;2.5;0;4;0;0.0;2013
1368;2013-01-28;0.0;908.0;13.6;28.5;20.2;14.5;70.5;32.0;9.4;3.2;0;4;3;0.0;2013
1369;2013-01-29;0.0;908.3;14.2;28.5;20.8;15.5;70.8;29.0;9.2;3.2;0;4;4;0.0;2013
1370;2013-01-30;0.0;906.6;13.1;29.6;21.4;15.5;64.8;27.0;10.0;3.4;0;4;5;0.0;2013
1371;2013-01-31;0.0;904.7;14.4;30.2;21.8;15.3;66.2;36.0;10.7;3.7;0;5;7;0.0;2013
1372;2013-02-01;0.0;904.2;16.0;31.5;23.4;16.8;66.7;32.0;11.0;3.7;0;9;7;0.0;2013
1373;2013-02-02;1.2;904.7;17.4;26.6;19.7;17.6;87.2;59.0;16.0;3.9;0;18;0;1.2;2013
1374;2013-02-03;2.4;903.6;15.8;24.1;18.2;16.2;87.3;54.0;11.4;1.8;0;10;0;2.4;2013
1375;2013-02-04;7.8;904.1;10.7;23.2;16.2;11.2;73.9;35.0;8.8;2.4;0;9;0;7.8;2013
1376;2013-02-05;0.0;905.5;12.6;22.7;16.6;12.8;78.4;58.0;9.2;3.8;0;8;0;0.0;2013
1377;2013-02-06;29.2;906.5;14.6;22.9;17.2;14.5;85.5;61.0;10.7;4.2;0;9;0;29.2;2013
1378;2013-02-07;1.0;907.4;14.4;22.2;16.7;13.4;87.3;62.0;11.5;3.4;0;6;0;1.0;2013
1379;2013-02-08;5.2;906.2;14.8;21.8;17.1;13.7;87.0;68.0;9.7;3.4;0;9;0;5.2;2013
1380;2013-02-09;10.2;905.9;16.6;23.7;18.6;15.9;89.1;64.0;7.6;2.3;0;12;0;10.2;2013
1381;2013-02-10;2.4;904.2;16.7;23.1;18.3;15.9;91.1;66.0;8.6;3.0;0;12;0;2.4;2013
1382;2013-02-11;2.2;902.7;16.5;25.9;18.7;14.9;88.2;58.0;9.4;3.5;0;4;0;2.2;2013
1383;2013-02-12;7.2;901.2;17.5;25.4;20.1;17.0;86.1;58.0;10.4;3.4;0;11;0;7.2;2013
1384;2013-02-13;6.8;903.2;17.4;26.8;20.7;16.0;82.7;46.0;7.7;2.5;0;11;0;6.8;2013
1385;2013-02-14;0.2;904.3;17.8;26.1;20.9;17.1;84.0;58.0;7.2;2.7;0;10;0;0.2;2013
1386;2013-02-15;1.2;903.2;17.9;26.1;20.8;17.1;85.0;58.0;8.0;2.7;0;14;0;1.2;2013
1387;2013-02-16;0.2;902.3;17.5;27.1;20.9;15.0;82.8;56.0;9.9;1.6;0;7;0;0.2;2013
1388;2013-02-17;0.0;902.6;17.8;29.0;21.5;17.6;81.0;49.0;11.7;3.3;0;16;4;0.0;2013
1389;2013-02-18;8.0;905.2;17.1;27.5;20.9;16.9;80.8;51.0;8.3;2.3;0;5;0;8.0;2013
1390;2013-02-19;0.0;906.4;17.8;27.4;21.5;17.7;81.0;52.0;7.8;2.5;0;15;0;0.0;2013
1391;2013-02-20;1.0;905.7;18.8;27.5;20.8;17.9;89.3;54.0;10.2;3.2;0;20;0;1.0;2013
1392;2013-02-21;16.6;904.1;18.8;25.2;20.6;18.4;90.0;73.0;12.1;4.4;0;20;0;16.6;2013
1393;2013-02-22;5.2;907.7;15.2;23.6;18.0;15.4;85.2;51.0;9.4;2.2;0;11;0;5.2;2013
1394;2013-02-23;0.0;908.1;13.2;26.0;17.3;10.6;79.1;45.0;10.5;3.5;0;5;0;0.0;2013
1395;2013-02-24;0.0;905.1;15.4;27.4;20.2;15.3;76.5;41.0;12.0;4.4;0;5;0;0.0;2013
1396;2013-02-25;8.8;902.9;18.5;23.8;19.7;17.9;93.5;70.0;13.7;3.2;0;22;0;8.8;2013
1397;2013-02-26;30.6;903.4;15.3;23.3;18.6;16.3;82.8;50.0;9.1;2.2;0;11;0;30.6;2013
1398;2013-02-27;0.0;906.6;9.0;23.1;15.3;7.9;70.6;29.0;5.6;1.3;0;7;0;0.0;2013
1399;2013-02-28;0.0;906.5;12.8;27.0;17.8;10.4;76.8;30.0;8.9;3.3;0;3;0;0.0;2013
1400;2013-03-01;0.0;906.5;15.1;27.9;20.2;14.3;75.6;39.0;9.6;3.3;0;4;3;0.0;2013
1401;2013-03-02;0.0;906.7;14.2;26.7;19.6;14.6;73.5;39.0;13.5;5.1;0;7;0;0.0;2013
1402;2013-03-03;0.0;906.6;16.8;25.0;20.1;15.9;82.2;63.0;9.6;3.9;0;10;0;0.0;2013
1403;2013-03-04;5.2;904.8;17.8;21.5;18.5;17.8;95.6;83.0;6.1;1.6;0;17;0;5.2;2013
1404;2013-03-05;40.6;903.7;13.7;18.0;14.7;13.0;93.8;78.0;8.2;1.6;0;0;0;40.6;2013
1405;2013-03-06;0.2;903.8;11.4;23.6;16.5;11.6;76.5;30.0;7.5;1.7;0;6;0;0.2;2013
1406;2013-03-07;0.2;906.4;16.3;27.0;18.8;12.6;86.7;54.0;10.7;3.6;0;6;0;0.2;2013
1407;2013-03-08;0.6;907.8;17.5;24.1;19.0;16.8;91.8;68.0;10.4;3.5;0;10;0;0.6;2013
1408;2013-03-09;25.0;905.4;16.8;19.7;17.8;16.3;94.3;84.0;11.9;2.7;0;7;0;25.0;2013
1409;2013-03-10;2.4;901.2;16.2;23.6;18.0;15.2;89.8;63.0;12.6;3.7;0;10;0;2.4;2013
1410;2013-03-11;0.8;901.1;14.5;26.9;18.5;11.6;81.3;37.0;7.0;2.2;0;5;0;0.8;2013
1411;2013-03-12;2.6;899.8;17.1;20.2;17.9;15.9;95.2;79.0;9.8;2.6;0;15;0;2.6;2013
1412;2013-03-13;15.8;901.8;14.5;21.0;15.9;14.7;91.7;69.0;9.0;2.1;0;4;0;15.8;2013
1413;2013-03-14;0.0;907.0;12.4;21.0;15.2;11.2;84.3;67.0;8.2;2.6;0;7;0;0.0;2013
1414;2013-03-15;0.6;908.5;14.4;21.5;16.3;13.3;88.5;72.0;10.7;3.7;0;8;0;0.6;2013
1415;2013-03-16;1.2;909.7;15.0;20.2;16.0;15.5;94.0;78.0;8.5;1.9;0;2;0;1.2;2013
1416;2013-03-17;0.4;910.9;11.3;17.8;13.7;11.9;86.1;66.0;9.9;3.0;0;0;0;0.4;2013
1417;2013-03-18;0.0;910.5;9.1;21.5;14.3;7.9;72.5;48.0;13.1;4.0;0;6;0;0.0;2013
1418;2013-03-19;0.0;909.1;11.6;20.4;14.4;10.1;84.3;62.0;10.5;3.9;0;4;0;0.0;2013
1419;2013-03-20;21.8;904.9;13.9;17.9;14.5;13.1;96.0;85.0;15.7;3.9;0;0;0;21.8;2013
1420;2013-03-21;27.0;902.3;14.8;21.0;16.6;13.6;89.6;68.0;10.1;3.9;0;6;0;27.0;2013
1421;2013-03-22;0.0;906.9;12.7;21.5;15.8;10.9;82.9;53.0;6.2;1.8;0;7;0;0.0;2013
1422;2013-03-23;0.2;908.5;10.3;23.4;15.3;7.5;76.0;35.0;5.8;2.0;0;8;0;0.2;2013
1423;2013-03-24;0.0;905.5;12.4;17.8;14.2;11.3;89.8;66.0;10.5;3.1;0;0;0;0.0;2013
1424;2013-03-25;1.2;904.4;13.1;21.1;16.1;12.2;83.7;62.0;10.9;3.4;0;9;0;1.2;2013
1425;2013-03-26;0.0;905.9;13.7;22.6;16.2;13.7;86.8;48.0;13.7;2.6;0;7;0;0.0;2013
1426;2013-03-27;3.0;907.2;10.0;19.2;13.2;8.7;83.1;47.0;7.6;1.7;0;2;0;3.0;2013
1427;2013-03-28;1.6;908.7;12.6;21.1;15.5;11.8;86.8;53.0;8.9;1.9;0;4;0;1.6;2013
1428;2013-03-29;5.3;906.6;11.9;23.3;15.5;11.0;68.6;38.0;7.4;3.3;0;8;0;5.3;2013
1429;2013-03-30;0.0;910.6;12.3;22.8;16.2;11.3;79.8;51.0;9.4;4.0;0;8;0;0.0;2013
1430;2013-03-31;0.0;909.7;12.6;25.1;17.9;12.7;74.4;37.0;8.3;2.8;0;9;0;0.0;2013
1431;2013-04-01;0.0;908.8;14.3;25.1;18.3;12.0;79.6;48.0;9.1;2.9;0;8;0;0.0;2013
1432;2013-04-02;0.2;907.1;15.7;22.7;18.2;15.7;85.5;67.0;9.9;3.5;0;10;0;0.2;2013
1433;2013-04-03;0.0;907.0;15.8;24.5;18.5;14.9;85.0;63.0;10.9;4.6;0;10;0;0.0;2013
1434;2013-04-04;0.0;902.5;16.6;24.5;19.0;16.8;86.8;61.0;8.6;3.7;0;9;0;0.0;2013
1435;2013-04-05;37.2;898.9;13.1;20.0;16.4;14.0;81.9;50.0;13.1;5.0;0;6;0;37.2;2013
1436;2013-04-06;0.6;903.6;9.7;24.5;15.2;6.9;74.1;33.0;7.0;2.6;0;5;0;0.6;2013
1437;2013-04-07;0.0;906.2;10.8;24.2;16.5;9.7;71.9;38.0;5.1;1.8;0;9;0;0.0;2013
1438;2013-04-08;0.0;907.3;13.6;24.6;17.1;12.8;82.5;44.0;9.3;3.0;0;6;0;0.0;2013
1439;2013-04-09;0.0;908.0;12.9;24.7;16.6;12.4;80.9;41.0;9.4;2.4;0;8;0;0.0;2013
1440;2013-04-10;0.0;907.5;11.6;24.0;16.6;10.9;75.9;37.0;9.4;3.5;0;7;0;0.0;2013
1441;2013-04-11;0.0;905.8;13.7;23.9;17.3;13.2;80.8;54.0;12.7;5.4;0;8;0;0.0;2013
1442;2013-04-12;6.0;902.2;15.5;18.4;16.7;16.2;92.8;86.0;18.2;4.7;0;5;0;6.0;2013
1443;2013-04-13;16.0;904.5;10.7;16.2;12.8;11.2;87.9;60.0;9.6;2.1;0;0;0;16.0;2013
1444;2013-04-14;0.0;906.8;2.6;17.2;9.2;0.9;70.4;22.0;6.9;1.6;0;0;0;0.0;2013
1445;2013-04-15;0.0;906.8;4.8;19.6;11.7;3.9;65.5;31.0;11.0;2.8;0;3;0;0.0;2013
1446;2013-04-16;0.0;905.3;6.6;17.3;12.6;9.9;69.7;38.0;9.6;3.4;0;0;0;0.0;2013
1447;2013-04-17;0.0;907.9;7.2;20.3;11.0;3.9;80.3;41.0;6.7;1.7;0;4;0;0.0;2013
