;Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);QTD. DE HORAS DE FRIO (< 7.2°C), DIARIA (MAIO - AGOSTO);QTD. DE HORAS TEMP. IDEAL (18°C - 23 C°), DIARIA (SETEMBRO - ABRIL);QTD. DE HORAS TEMP. PREJUDICIAL (> 27 C°), DIARIA (SETEMBRO - ABRIL);PRECIPITACAO TOTAL, DIARIO (AUT)(mm) (SETEMBRO - ABRIL);SAFRA
208;2021-11-25;0.0;903.0;15.0;29.7;19.2;12.9;79.3;38.0;16.8;4.6;0;5;1;0.0;2022
209;2021-11-26;20.0;897.2;16.0;22.5;18.0;16.7;88.8;64.0;14.5;4.5;0;9;0;20.0;2022
210;2021-11-27;1.8;898.5;16.0;23.5;18.3;15.1;87.5;62.0;7.4;2.3;0;10;0;1.8;2022
211;2021-11-28;0.2;899.7;15.3;24.7;18.3;13.6;84.3;55.0;7.5;1.8;0;11;0;0.2;2022
212;2021-11-29;0.0;896.7;11.8;24.9;19.0;15.8;66.8;33.0;15.5;4.9;0;9;0;0.0;2022
213;2021-11-30;0.0;899.3;11.0;24.2;17.4;12.3;68.6;40.0;11.2;3.0;0;11;0;0.0;2022
214;2021-12-01;0.0;902.7;10.9;24.9;16.8;10.3;72.3;36.0;6.1;1.2;0;8;0;0.0;2022
215;2021-12-02;0.0;903.9;12.6;25.7;17.1;12.2;77.2;37.0;8.0;1.7;0;5;0;0.0;2022
216;2021-12-03;0.0;904.7;12.0;24.0;16.8;11.5;75.8;49.0;9.2;3.2;0;8;0;0.0;2022
217;2021-12-04;0.0;906.4;12.2;27.2;19.2;12.3;68.0;32.0;11.2;3.5;0;5;0;0.0;2022
218;2021-12-05;0.6;906.5;14.8;24.6;17.4;14.7;85.3;59.0;12.7;3.5;0;6;0;0.6;2022
219;2021-12-06;57.2;906.6;14.3;24.8;17.5;13.5;83.2;46.0;9.8;1.9;0;9;0;57.2;2022
220;2021-12-07;0.0;909.2;11.3;22.0;15.8;11.2;76.6;48.0;8.7;1.8;0;8;0;0.0;2022
221;2021-12-08;0.0;908.3;8.8;23.5;15.0;8.8;69.7;36.0;8.1;2.1;0;7;0;0.0;2022
222;2021-12-09;0.0;906.7;9.0;25.4;15.6;8.1;69.4;29.0;7.9;2.1;0;5;0;0.0;2022
223;2021-12-10;0.0;903.6;10.5;26.9;17.5;9.6;69.5;26.0;11.8;2.3;0;5;0;0.0;2022
224;2021-12-11;0.0;899.4;13.9;27.3;18.4;12.9;78.2;41.0;11.5;3.2;0;5;0;0.0;2022
225;2021-12-12;6.4;899.9;15.2;28.6;21.0;15.8;73.2;37.0;8.6;2.4;0;3;4;6.4;2022
226;2021-12-13;2.4;902.6;17.2;28.0;21.5;17.9;78.2;44.0;6.9;2.8;0;17;2;2.4;2022
227;2021-12-14;0.2;902.6;17.7;26.8;21.0;17.9;82.5;58.0;8.1;3.2;0;17;0;0.2;2022
228;2021-12-15;0.2;902.3;18.6;28.8;22.4;18.3;80.5;55.0;7.6;2.5;0;15;3;0.2;2022
229;2021-12-16;1.6;902.6;17.9;29.5;21.8;17.0;80.4;48.0;8.9;2.5;0;10;4;1.6;2022
230;2021-12-17;0.0;905.3;15.1;28.1;19.6;14.0;78.7;39.0;7.3;1.3;0;4;2;0.0;2022
231;2021-12-18;0.0;907.1;14.9;26.7;18.9;14.0;78.7;48.0;9.1;2.6;0;7;0;0.0;2022
232;2021-12-19;0.0;906.4;13.9;27.2;19.9;15.5;71.0;39.0;10.4;4.1;0;5;0;0.0;2022
233;2021-12-20;0.0;904.2;12.5;31.3;20.8;12.8;63.8;27.0;9.4;3.8;0;3;6;0.0;2022
234;2021-12-21;0.0;901.3;15.8;31.0;22.0;15.2;71.2;34.0;8.3;2.1;0;8;4;0.0;2022
235;2021-12-22;4.0;901.5;15.5;25.2;19.3;14.8;80.3;57.0;8.8;2.5;0;13;0;4.0;2022
236;2021-12-23;0.0;904.6;10.8;24.7;16.7;9.4;72.5;35.0;7.3;1.4;0;5;0;0.0;2022
237;2021-12-24;0.0;903.7;9.0;26.8;17.2;9.1;65.5;24.0;7.3;2.1;0;4;0;0.0;2022
238;2021-12-25;0.0;902.5;10.5;29.1;19.2;11.3;64.3;25.0;10.0;3.5;0;3;5;0.0;2022
239;2021-12-26;0.0;902.1;13.3;29.0;19.9;13.2;70.5;31.0;7.3;2.1;0;5;1;0.0;2022
240;2021-12-27;0.2;902.3;10.4;29.4;20.8;13.1;60.5;19.0;7.6;1.9;0;2;5;0.2;2022
241;2021-12-28;0.0;904.0;11.1;30.8;21.0;13.2;60.9;18.0;8.6;2.5;0;5;5;0.0;2022
242;2021-12-29;0.0;906.1;13.7;30.1;20.5;13.3;70.6;24.0;9.6;2.7;0;4;5;0.0;2022
243;2021-12-30;0.0;903.9;14.4;27.5;20.8;14.5;69.2;40.0;10.7;4.6;0;8;0;0.0;2022
244;2021-12-31;0.0;901.0;12.2;30.0;20.6;13.4;64.3;24.0;9.5;3.1;0;7;4;0.0;2022
245;2022-01-01;0.0;899.9;12.8;32.5;22.7;14.9;62.3;20.0;7.1;2.2;0;4;9;0.0;2022
246;2022-01-02;0.0;901.6;15.3;33.7;23.0;16.6;68.6;23.0;13.3;3.5;0;12;7;0.0;2022
247;2022-01-03;1.0;902.9;16.1;29.4;21.0;17.4;77.0;36.0;11.7;2.6;0;14;4;1.0;2022
248;2022-01-04;2.0;899.8;17.0;26.3;20.8;17.6;80.0;51.0;6.9;2.7;0;17;0;2.0;2022
249;2022-01-05;0.0;899.0;17.7;25.9;19.7;17.2;89.5;57.0;9.8;1.7;0;14;0;0.0;2022
250;2022-01-06;4.6;903.7;14.6;22.4;17.0;14.4;86.8;58.0;7.4;1.4;0;8;0;4.6;2022
251;2022-01-07;0.0;905.0;11.1;26.6;17.2;10.0;70.0;36.0;8.2;2.1;0;3;0;0.0;2022
252;2022-01-08;0.0;906.1;10.6;26.1;17.1;9.9;69.2;35.0;10.0;2.8;0;4;0;0.0;2022
253;2022-01-09;0.0;906.7;10.5;24.9;15.6;11.0;65.5;34.0;9.4;3.0;0;7;0;0.0;2022
254;2022-01-10;4.2;904.8;12.9;29.5;20.1;13.2;67.8;32.0;7.1;1.9;0;5;2;4.2;2022
255;2022-01-11;0.0;903.1;12.1;30.8;20.8;13.3;64.9;22.0;6.9;2.0;0;4;5;0.0;2022
256;2022-01-12;0.0;904.7;9.7;32.4;22.2;14.6;58.8;11.0;10.3;2.0;0;6;8;0.0;2022
257;2022-01-13;0.0;907.4;10.0;33.0;22.7;13.8;57.2;12.0;8.2;2.7;0;2;9;0.0;2022
258;2022-01-14;0.0;909.7;17.3;29.1;21.4;16.9;79.9;46.0;11.7;3.6;0;14;2;0.0;2022
259;2022-01-15;0.8;908.6;18.8;29.2;20.7;17.6;89.7;53.0;10.9;3.0;0;19;1;0.8;2022
260;2022-01-16;2.0;904.3;18.2;32.8;23.7;16.5;75.0;38.0;13.1;4.1;0;7;9;2.0;2022
261;2022-01-17;0.0;903.8;18.0;32.4;22.9;18.1;76.7;40.0;15.1;3.9;0;14;6;0.0;2022
262;2022-01-18;21.2;907.2;18.1;30.3;21.9;17.5;80.6;48.0;9.5;2.2;0;14;3;21.2;2022
263;2022-01-19;0.2;908.6;17.9;31.4;23.1;18.3;75.4;42.0;9.1;2.7;0;15;7;0.2;2022
264;2022-01-20;0.0;907.7;17.9;33.5;23.8;17.8;74.1;33.0;11.3;2.8;0;11;8;0.0;2022
265;2022-01-21;54.8;906.0;17.7;31.7;24.0;16.4;72.2;33.0;11.3;2.9;0;13;8;54.8;2022
266;2022-01-22;0.0;905.1;17.5;33.6;25.2;17.9;67.2;31.0;9.4;3.2;0;12;10;0.0;2022
267;2022-01-23;0.0;905.2;19.1;32.5;23.3;19.5;78.7;39.0;13.0;2.8;0;12;3;0.0;2022
268;2022-01-24;10.8;905.0;19.1;34.3;23.6;19.5;78.9;29.0;7.8;1.7;0;15;6;10.8;2022
269;2022-01-25;1.4;903.9;18.5;31.7;24.0;19.2;75.7;32.0;8.9;2.2;0;12;6;1.4;2022
270;2022-01-26;0.0;901.9;19.0;31.6;23.2;19.2;78.8;42.0;11.9;3.5;0;13;4;0.0;2022
271;2022-01-27;35.2;902.5;17.9;21.7;18.3;17.9;97.9;88.0;7.7;1.5;0;19;0;35.2;2022
272;2022-01-28;9.4;904.0;13.6;18.0;14.8;13.2;93.1;80.0;7.7;1.6;0;0;0;9.4;2022
273;2022-01-29;5.0;903.3;13.0;22.1;15.5;10.5;85.3;66.0;7.1;1.7;0;8;0;5.0;2022
274;2022-01-30;0.0;903.0;14.6;24.0;17.5;13.5;84.2;64.0;8.3;2.9;0;11;0;0.0;2022
275;2022-01-31;0.0;901.7;15.8;27.1;19.7;15.7;80.0;40.0;12.3;3.4;0;5;0;0.0;2022
276;2022-02-01;3.8;904.2;13.3;29.5;20.8;14.8;68.1;23.0;5.9;1.8;0;5;4;3.8;2022
277;2022-02-02;0.0;905.9;15.9;28.5;21.3;15.4;74.9;40.0;10.1;3.0;0;5;4;0.0;2022
278;2022-02-03;0.0;904.9;15.9;29.5;22.2;16.2;70.5;36.0;10.9;3.8;0;12;5;0.0;2022
279;2022-02-04;0.4;902.0;18.6;23.7;20.1;18.3;91.7;70.0;9.6;3.6;0;24;0;0.4;2022
280;2022-02-05;4.2;900.3;19.5;26.4;20.9;19.1;92.5;64.0;9.8;2.8;0;19;0;4.2;2022
281;2022-02-06;20.6;903.3;15.5;25.7;19.7;16.1;80.0;41.0;11.5;2.4;0;12;0;20.6;2022
282;2022-02-07;0.0;905.6;10.0;22.7;16.4;11.2;69.4;38.0;9.5;2.1;0;9;0;0.0;2022
283;2022-02-08;0.0;905.6;10.4;24.3;16.4;8.8;70.6;40.0;7.1;1.4;0;8;0;0.0;2022
284;2022-02-09;0.0;905.0;12.0;25.8;17.7;11.6;73.5;35.0;9.7;1.9;0;5;0;0.0;2022
285;2022-02-10;0.0;904.3;15.1;25.7;18.4;13.4;82.1;51.0;11.9;3.8;0;8;0;0.0;2022
286;2022-02-11;12.0;905.1;15.6;28.5;20.0;15.3;77.6;38.0;9.6;3.4;0;6;1;12.0;2022
287;2022-02-12;0.0;905.1;15.0;29.5;20.9;14.9;73.3;32.0;7.9;2.8;0;5;4;0.0;2022
288;2022-02-13;4.0;903.4;17.2;27.1;20.1;15.3;84.5;58.0;8.6;3.0;0;11;0;4.0;2022
289;2022-02-14;0.2;903.8;10.6;25.2;18.4;12.4;66.7;26.0;9.1;1.8;0;6;0;0.2;2022
290;2022-02-15;0.0;906.2;9.9;28.2;19.0;10.1;59.2;26.0;7.7;2.2;0;4;1;0.0;2022
291;2022-02-16;0.0;906.2;13.1;29.1;19.7;12.6;70.9;29.0;9.0;3.2;0;5;4;0.0;2022
292;2022-02-17;0.0;904.2;13.6;25.9;18.5;13.5;75.2;40.0;12.0;3.2;0;4;0;0.0;2022
293;2022-02-18;3.6;903.1;11.5;26.1;16.1;11.2;78.0;30.0;10.4;2.8;0;4;0;3.6;2022
294;2022-02-19;2.8;901.7;11.0;26.2;16.7;9.3;72.5;32.0;16.9;3.2;0;5;0;2.8;2022
295;2022-02-20;3.0;902.9;14.7;29.0;20.1;14.6;73.8;37.0;11.1;3.7;0;5;2;3.0;2022
296;2022-02-21;0.0;906.2;16.5;22.6;18.6;15.9;88.0;65.0;13.8;3.1;0;15;0;0.0;2022
297;2022-02-22;4.2;906.9;17.0;29.2;20.7;16.2;81.2;41.0;9.0;2.7;0;8;3;4.2;2022
298;2022-02-23;0.2;906.1;15.5;27.5;20.1;15.3;77.7;39.0;7.0;1.8;0;7;0;0.2;2022
299;2022-02-24;0.0;905.8;16.2;31.3;21.9;14.3;74.8;31.0;9.9;3.1;0;5;6;0.0;2022
300;2022-02-25;12.4;908.0;18.9;27.4;21.4;17.9;86.9;57.0;11.8;3.4;0;17;0;12.4;2022
301;2022-02-26;3.8;908.3;18.6;30.2;21.3;16.5;86.6;49.0;7.5;1.9;0;7;5;3.8;2022
302;2022-02-27;1.8;905.7;18.5;29.4;22.7;17.3;78.5;53.0;11.3;4.0;0;11;6;1.8;2022
303;2022-02-28;0.2;903.5;19.3;29.9;22.8;18.8;82.6;45.0;12.3;3.4;0;15;4;0.2;2022
304;2022-03-01;11.2;904.5;18.0;25.1;19.9;16.6;89.7;64.0;12.3;1.8;0;10;0;11.2;2022
305;2022-03-02;0.0;904.7;18.7;24.3;20.0;17.0;92.7;77.0;8.5;2.2;0;18;0;0.0;2022
306;2022-03-03;29.6;905.6;17.9;28.1;20.7;15.8;85.9;55.0;8.3;1.8;0;10;0;29.6;2022
307;2022-03-04;0.2;905.9;17.7;28.8;21.9;16.3;79.9;44.0;8.3;3.3;0;7;5;0.2;2022
308;2022-03-05;0.0;904.5;17.9;29.5;22.6;17.6;77.2;44.0;14.4;3.6;0;11;5;0.0;2022
309;2022-03-06;0.0;903.9;18.0;30.3;22.6;17.8;78.3;42.0;11.6;4.0;0;14;6;0.0;2022
310;2022-03-07;1.0;904.1;18.3;30.1;22.3;17.3;81.1;47.0;11.6;3.9;0;14;7;1.0;2022
311;2022-03-08;0.0;905.9;17.6;29.3;20.9;16.2;84.0;45.0;9.5;2.3;0;8;4;0.0;2022
312;2022-03-09;10.4;905.2;18.5;27.6;20.4;18.0;90.1;57.0;12.5;3.4;0;19;0;10.4;2022
313;2022-03-10;3.6;903.6;19.0;27.6;20.7;18.3;91.3;57.0;12.5;3.3;0;19;0;3.6;2022
314;2022-03-11;12.6;903.4;17.9;22.4;18.4;18.3;97.0;77.0;11.4;2.8;0;17;0;12.6;2022
315;2022-03-12;13.4;906.4;13.8;15.6;14.1;12.8;98.3;95.0;8.0;3.6;0;0;0;13.4;2022
316;2022-03-13;11.2;906.2;15.4;17.9;15.8;13.7;97.4;92.0;7.1;2.2;0;0;0;11.2;2022
317;2022-03-14;4.0;904.4;17.2;23.1;18.2;15.1;94.1;75.0;6.5;2.4;0;10;0;4.0;2022
318;2022-03-15;2.0;905.6;16.7;25.7;19.4;15.7;86.4;49.0;7.8;2.1;0;9;0;2.0;2022
319;2022-03-16;11.2;907.1;15.5;19.8;16.8;15.6;92.5;77.0;8.6;3.0;0;5;0;11.2;2022
320;2022-03-17;0.6;904.4;14.8;27.5;18.9;11.9;79.8;46.0;10.0;3.2;0;4;1;0.6;2022
321;2022-03-18;0.0;905.5;17.3;28.4;20.0;16.2;85.8;54.0;10.8;3.0;0;9;1;0.0;2022
322;2022-03-19;12.4;907.6;16.0;19.4;16.6;16.1;95.8;83.0;6.7;1.9;0;2;0;12.4;2022
323;2022-03-20;0.0;911.0;11.4;22.0;14.8;10.5;82.6;42.0;10.3;3.4;0;6;0;0.0;2022
324;2022-03-21;0.0;911.6;11.8;21.7;15.4;10.5;80.1;61.0;10.2;3.7;0;7;0;0.0;2022
325;2022-03-22;0.0;909.0;12.9;23.2;16.7;12.2;79.7;54.0;13.9;5.5;0;8;0;0.0;2022
326;2022-03-23;0.0;905.5;14.2;19.8;15.9;14.0;89.5;77.0;12.1;4.8;0;3;0;0.0;2022
327;2022-03-24;31.4;900.8;16.1;18.8;16.7;15.3;96.5;84.0;15.0;4.9;0;5;0;31.4;2022
328;2022-03-25;2.8;901.3;14.6;18.1;15.2;13.9;96.1;82.0;11.9;3.7;0;0;0;2.8;2022
